Do you think Heads Up Display is useful?,Why do you think it is useful or why you don't like it?,Which features you have in your current vehicle(s)?,"Where would you prefer the projector to be?
A: The projector locates behind the rearview mirror and is projecting onto a screen on top of the dashboard,
B: The projector and the screen are integrated and seat at the top of the dashboard.","If there is a HUD device that also includes the top 4 features you selected above, what is your maximum acceptable price? (Price in USD, before tax)","If you would purchase the product from the previous question, would you rather:",one-part-machine vs add-on,"If you want new features on your car, what would you do?","Some features may need extra wiring throughout the car, how much extra would you like to pay to make them wireless.","If the product were priced according to your expectations and can be purchased through your desired channel,  how likely would you be to purchase the Heads UP Display (HUD)?",What is the model and year of your car?,Which city do you live in?,Which of the following best describes where you live?,What is your gender?,May I have your age range?,What is your field of occupation?,"If you don't mind, what is your annual income range?","How long do you spend on driving every day, pre-COVID-19?",A,B,C,D,E,F,G,H,I,J,Heads Up Display,Dashcam,Backup Camera,360° Backup Camera,Forward Collision Warning System,Voice Recognition,CarPlay/Android Auto,Blind Spot Check,Steering Wheel Controller,"No, I have no interest",Amazon/eBay,Canadian Tire,Costco,Bestbuy,Walmart/Target,Mr. Lube,Others(Q9),I use my car for routine transportation,I use my car to pick up/drop off my kid(s),"I like to drive around and explore new areas (e.g., restaurants)",I often use my car to go on road trips,My car is for professional use (I drive Uber or Lyft),Others(Q19)
Yes,Let's you keep your eyes on the road yet still see important information such as your speed and the stores limit or directions to your destination.,"""Built-in Navigation"",""Heads Up Display"",""Dashcam"",""Backup Camera"",""360° Backup Camera"",""Forward Collision Warning System"",""Voice Recognition"",""CarPlay/Android Auto"",""Blind Spot Check"",""Steering Wheel Controller""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 200 - USD $ 299,"Buying a base machine (HUD only) with a lower price, with only 1-2 features. Then purchase additional hardware as add-ons that can be attached to the base machine",0,I can buy aftermarket product and install it all by myself,$ 75 - $ 100 USD,None,2020 Hyundai Santa Fe,"Easton, PA",I live in a suburb area,Male,46 - 50 years old,"Law, Public Safety, Corrections and Security","Over $100,000",Less than 30 minutes per day,0,0,15,25,0,0,0,40,0,20,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0
Yes,It keeps your eyes up and on the road,"""Built-in Navigation"",""Heads Up Display"",""Backup Camera"",""360° Backup Camera"",""Forward Collision Warning System"",""Voice Recognition"",""Blind Spot Check""",A: The projector locates behind the rearview mirror and is projecting onto a screen on top of the dashboard,USD $ 100 - USD $ 199,"Buying a base machine (HUD only) with a lower price, with only 1-2 features. Then purchase additional hardware as add-ons that can be attached to the base machine",0,I will buy a new car with the features I want,I'm fine if it is not messy,None,2019 Mercedes Benz c55 amg,Calgary,I live in a suburb area,Male,20 - 25 years old,Student,Prefer not to say,Less than 30 minutes per day,0,15,0,50,0,15,0,0,0,20,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
Yes,I think it is useful for speed and maybe directions. However if it becomes too cluttered i think it would become a distraction,"""Steering Wheel Controller""",B: The projector and the screen are integrated and seat at the top of the dashboard.,"No, I wouldn't buy it",Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I can buy aftermarket product and install it all by myself,Above $ 100 USD,None,2004 Jaguar XJ8,Toronto,I live in a suburb area,Male,20 - 25 years old,Government and Public Administration,Prefer not to say,Less than 30 minutes per day,0,5,10,5,0,0,0,0,0,80,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
Yes,Makes it more apparent as to your current speed. This in turn allows for more concentrated drivers instead of needing to check your speedometer every once in a while leading to more time spent looking at the road.,"""Voice Recognition"",""Steering Wheel Controller""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 400 - USD $ 499,"Buying a base machine (HUD only) with a lower price, with only 1-2 features. Then purchase additional hardware as add-ons that can be attached to the base machine",0,I can buy aftermarket product and install it all by myself,I'm fine if it is not messy,None,2013 Subaru wrx,Toronto,I live in a suburb area,Male,20 - 25 years old,"Science, Technology, Engineering and Mathematics","$20,000 to $39,999",30 minutes - 59 minutes per day,15,0,50,15,0,0,0,0,0,20,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0
Yes,It can minimize distractions but can also be more prone to technological malfunctions,"""Forward Collision Warning System"",""Voice Recognition""",A: The projector locates behind the rearview mirror and is projecting onto a screen on top of the dashboard,USD $ 200 - USD $ 299,"Buying a base machine (HUD only) with a lower price, with only 1-2 features. Then purchase additional hardware as add-ons that can be attached to the base machine",0,I will try to get and install new features as add-ons from car body shop,I'm fine if it is not messy,None,Jeep Cherokee 2018,Halifax,I live in a suburb area,Male,younger than 20 years old,Student,"Less than $20,000",Less than 30 minutes per day,40,0,0,30,0,10,0,0,20,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0
Maybe,"While it is not terribly inconvenient to simply glance down at your speedometer while driving, it MAY be useful considering I have not personally tested it. It seems to me, however, that anytime you have to move you eyes away from the road, even slightly, you are distracted until your eyes completely return to the focusing road. Regardless if whether you have to look down to your dashboard or look slightly above you dashboard, a distraction remains a distraction. Even if your still technically looking through the window, you are still distracted glancing at the information on the HUD.","""Built-in Navigation"",""Heads Up Display"",""Backup Camera"",""Voice Recognition"",""CarPlay/Android Auto"",""Blind Spot Check"",""Steering Wheel Controller""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 200 - USD $ 299,"Buying a base machine (HUD only) with a lower price, with only 1-2 features. Then purchase additional hardware as add-ons that can be attached to the base machine",0,"I don't want any new features, cars should be kept simple",$ 25 - $ 49 USD,None,2013 Audi S4,Calgary,I live in a downtown area,Male,younger than 20 years old,Student,"Over $100,000",30 minutes - 59 minutes per day,0,0,0,40,0,0,0,30,20,10,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
Yes,I like having relevant information readily available without having to take my eyes off the road,"""Built-in Navigation"",""Dashcam"",""Forward Collision Warning System"",""Voice Recognition"",""Steering Wheel Controller""",A: The projector locates behind the rearview mirror and is projecting onto a screen on top of the dashboard,"No, I wouldn't buy it",None,None,I can buy aftermarket product and install it all by myself,I'm fine if it is not messy,None,2015 Jeep,None,I live in a rural area,Male,None,Mining,None,Longer than 2 hours per day,25,0,0,25,0,25,0,0,0,25,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0
Yes,It’s useful because you can watch for cops while you speed and still monitor your speed.,None,A: The projector locates behind the rearview mirror and is projecting onto a screen on top of the dashboard,USD $ 100 - USD $ 199,"Buying a base machine (HUD only) with a lower price, with only 1-2 features. Then purchase additional hardware as add-ons that can be attached to the base machine",0,I can buy aftermarket product and install it all by myself,I'm fine if it is not messy,None,2007 Crown Victoria Police Interceptor,Wichita,I live in a rural area,Male,20 - 25 years old,Automotive Technician,"$40,000 to $59,999",30 minutes - 59 minutes per day,85,10,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
Yes,It's cool. Makes you fell like you're flying a space ship,"""Backup Camera"",""Steering Wheel Controller""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 100 - USD $ 199,Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I can buy aftermarket product and install it all by myself,I'm fine if it is not messy,None,2006 Toyota solara convertible,None,I live in a suburb area,Male,younger than 20 years old,None,"Less than $20,000",30 minutes - 59 minutes per day,10,0,0,60,0,0,0,20,0,10,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0
Yes,Dont have to completely look away to check info you need,"""Dashcam"",""Voice Recognition"",""Steering Wheel Controller""",A: The projector locates behind the rearview mirror and is projecting onto a screen on top of the dashboard,USD $ 100 - USD $ 199,"Buying a base machine (HUD only) with a lower price, with only 1-2 features. Then purchase additional hardware as add-ons that can be attached to the base machine",0,"I don't want any new features, cars should be kept simple",Under $ 25 USD,None,2015 mitsubishi lancer,Toronto,I live in a suburb area,Male,younger than 20 years old,Student,Prefer not to say,Less than 30 minutes per day,0,20,0,30,0,0,0,0,20,30,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Yes,It's useful because I like being able to see my speed without taking my eyes off the road as much,"""Built-in Navigation"",""Heads Up Display"",""Backup Camera""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 200 - USD $ 299,Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I will buy a new car with the features I want,Above $ 100 USD,None,"Buick LaCrosse, 2010","Cleveland, OH",I live in a suburb area,Male,20 - 25 years old,Architecture and Construction,"Less than $20,000",30 minutes - 59 minutes per day,0,15,0,70,0,10,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
Yes,None,None,A: The projector locates behind the rearview mirror and is projecting onto a screen on top of the dashboard,USD $ 200 - USD $ 299,"Buying a base machine (HUD only) with a lower price, with only 1-2 features. Then purchase additional hardware as add-ons that can be attached to the base machine",0,"I don't want any new features, cars should be kept simple",I'm fine if it is not messy,None,Corolla 1999,Red Deer,I live in a downtown area,Male,20 - 25 years old,Manufacturing,"$20,000 to $39,999",30 minutes - 59 minutes per day,0,0,10,10,0,70,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Maybe,car speed is already a feature of a car. but speed limit and navigation may be useful,"""Backup Camera"",""CarPlay/Android Auto""",B: The projector and the screen are integrated and seat at the top of the dashboard.,Less than USD $ 100,Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I will try to get and install new features as add-ons from dealerships,Under $ 25 USD,None,honda crv 2016,toronto,b/w downtown and suburb,Female,younger than 20 years old,Student,Prefer not to say,Less than 30 minutes per day,10,0,20,0,40,0,0,30,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0
Yes,Because we can see the information without having to look away from the road,"""Backup Camera""",A: The projector locates behind the rearview mirror and is projecting onto a screen on top of the dashboard,Less than USD $ 100,"Buying a base machine (HUD only) with a lower price, with only 1-2 features. Then purchase additional hardware as add-ons that can be attached to the base machine",0,I will try to get and install new features as add-ons from car body shop,I'm fine if it is not messy,None,Toyota Corolla year 2017,Lahore,I live in a downtown area,Male,20 - 25 years old,Business Management and Administration,"Less than $20,000",Longer than 2 hours per day,40,40,0,10,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0
Yes,None,"""Built-in Navigation"",""Dashcam"",""Backup Camera"",""360° Backup Camera"",""Forward Collision Warning System"",""Voice Recognition"",""CarPlay/Android Auto"",""Blind Spot Check""",B: The projector and the screen are integrated and seat at the top of the dashboard.,Less than USD $ 100,Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I have all features on my current car,Under $ 25 USD,None,2018,Hamilton,I live in a suburb area,Male,20 - 25 years old,Student,"Less than $20,000",Less than 30 minutes per day,0,0,0,0,20,20,0,0,50,10,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
Yes,None,"""Built-in Navigation"",""Heads Up Display"",""Backup Camera"",""Forward Collision Warning System"",""Voice Recognition"",""CarPlay/Android Auto"",""Blind Spot Check"",""Steering Wheel Controller""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 200 - USD $ 299,Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I will buy a new car with the features I want,$ 50 - $ 74 USD,None,2018 Honda Accord,Toronto,I live in a suburb area,Male,20 - 25 years old,"Science, Technology, Engineering and Mathematics",Prefer not to say,Less than 30 minutes per day,30,30,10,30,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0
Yes,It's cool and helps you see stuff when you can't look away,None,A: The projector locates behind the rearview mirror and is projecting onto a screen on top of the dashboard,USD $ 200 - USD $ 299,Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I will buy a new car with the features I want,I'm fine if it is not messy,None,2005 Honda Civic,Halifax,I live in a downtown area,Male,26 -  30 years old,"Arts, Audio/Video Technology and Communications","$60,000 to $79,999",Less than 30 minutes per day,60,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0
No,"My current dashboard has this information. Alternatively, I can use audio features from my smartphone to retrieve the information that is not provided by my dashboard.","""Voice Recognition"",""Steering Wheel Controller""",A: The projector locates behind the rearview mirror and is projecting onto a screen on top of the dashboard,"No, I wouldn't buy it",None,None,None,I don't care about wiring,None,2013 Elantra,Halifax,I live in a suburb area,Male,31 - 35 years old,Education and Training,"Over $100,000",Less than 30 minutes per day,0,0,31,5,0,0,62,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Maybe,"A heads-up display is useful when it's filled with important information that can keep your eyes on the road without having to take your eyes off the front. The 2019 mazda3 heads up display is fantastic. It can let you know about if someone is in your blind spot, what your next turn is, your current speed. 

The heads up display you would find in a 2020 Mercedes GLE, is not as useful because you can only adjust the parameters from inside the heads up display which is difficult for people to figure out how to get to that information and with everything it shows you it won't alert you about people in your blind spot which means you still have to look to the left or right. 

A heads-up that just keeps you driver focused on the road is far better.","""Backup Camera"",""CarPlay/Android Auto""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 300 - USD $ 399,"Buying a base machine (HUD only) with a lower price, with only 1-2 features. Then purchase additional hardware as add-ons that can be attached to the base machine",0,I will buy a new car with the features I want,I'm fine if it is not messy,None,"1997 Lexus SC300, 2012 Mazda 3",Atlanta,I live in a suburb area,Male,31 - 35 years old,"Transportation, Distribution and Logistics","$60,000 to $79,999",30 minutes - 59 minutes per day,0,0,0,0,20,10,0,50,20,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
Maybe,None,"""Built-in Navigation"",""Backup Camera"",""Forward Collision Warning System"",""Voice Recognition"",""CarPlay/Android Auto"",""Steering Wheel Controller""",A: The projector locates behind the rearview mirror and is projecting onto a screen on top of the dashboard,"No, I wouldn't buy it",None,None,I will buy a new car with the features I want,None,None,2017 Accord Coupe Touring,Halifax,I live in a downtown area,Male,31 - 35 years old,Business Management and Administration,"$60,000 to $79,999",30 minutes - 59 minutes per day,0,0,0,30,0,30,0,30,0,10,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Yes,Hands won't get in the way of seeing instrument cluster.,None,B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 100 - USD $ 199,"Buying a base machine (HUD only) with a lower price, with only 1-2 features. Then purchase additional hardware as add-ons that can be attached to the base machine",0,I can buy aftermarket product and install it all by myself,I'm fine if it is not messy,None,"2005 toyota echo 2 dr hatchback (base), 2006 jetta tdi (moderate trim), 2010 chev silverado 2 dr 4x4 long box (base)","Halifax Nova Scotia (during school), elsewhere NS permanent","Rural perm., City temp.",Male,26 -  30 years old,Student,Prefer not to say,1 hour - 2 hours per day,0,0,20,20,0,0,0,0,50,10,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0
Yes,None,"""Built-in Navigation"",""Backup Camera"",""Forward Collision Warning System"",""Voice Recognition"",""CarPlay/Android Auto"",""Blind Spot Check"",""Steering Wheel Controller""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 500 - USD $ 599,Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I can buy aftermarket product and install it all by myself,$ 50 - $ 74 USD,None,2018 Mazda 3 Sport,Halifax,I live in a suburb area,Male,20 - 25 years old,Student,"$20,000 to $39,999",1 hour - 2 hours per day,0,0,0,25,0,25,0,25,25,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0
No,"The speedometer/odometer/tachometer gauges on a dashboard are sufficient. The ability to make short glances and assess your surroundings is critical in driving.  The HUD is an unnecessary feature which indirectly trains drivers to keep their eyes only at the front at the vehicle when the rear, flanks, and any blind spots are equally as important.","""Backup Camera"",""Voice Recognition"",""Blind Spot Check""",A: The projector locates behind the rearview mirror and is projecting onto a screen on top of the dashboard,"No, I wouldn't buy it","Buying a base machine (HUD only) with a lower price, with only 1-2 features. Then purchase additional hardware as add-ons that can be attached to the base machine",0,"I don't want any new features, cars should be kept simple",I don't care about wiring,None,2015 Outback,Stouffville,I live in a rural area,Female,31 - 35 years old,"Science, Technology, Engineering and Mathematics","$80,000 to $99,999",1 hour - 2 hours per day,0,0,100,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Maybe,"it would be nice for safe, defensive drivers who don't want to look down so much but the bigger issue is people who put others at risk by speeding deliberately",None,B: The projector and the screen are integrated and seat at the top of the dashboard.,"No, I wouldn't buy it",Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I can buy aftermarket product and install it all by myself,I'm fine if it is not messy,None,2009 Toyota Corolla,Toronto,I live in a downtown area,Female,26 -  30 years old,Education and Training,"$60,000 to $79,999",Less than 30 minutes per day,0,0,5,0,5,40,0,0,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
No,"It's another distraction that pulls the driver's attention away from what is really on the road, particularly vulnerable road users.",None,None,"No, I wouldn't buy it",None,0,"I don't want any new features, cars should be kept simple",None,None,1987 Nishiki Rally,Halifax,I live in a downtown area,Female,26 -  30 years old,Student,Prefer not to say,30 minutes - 59 minutes per day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
Yes,As it is more directly in someone’s viewpoint while driving easier to watch and serves as a reminder of the speed,"""Built-in Navigation"",""Backup Camera"",""Voice Recognition"",""CarPlay/Android Auto""",A: The projector locates behind the rearview mirror and is projecting onto a screen on top of the dashboard,USD $ 600 - USD $ 699,Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I will try to get and install new features as add-ons from dealerships,Above $ 100 USD,None,2020 Kia Sportage,Burlington,I live in a suburb area,Female,20 - 25 years old,"Marketing, Sales and Service","$40,000 to $59,999",Less than 30 minutes per day,0,0,25,25,0,0,0,25,25,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
No,Hides the visibility as we already have a screen close to our speed gauge and the center dashboard,"""Backup Camera"",""CarPlay/Android Auto""",A: The projector locates behind the rearview mirror and is projecting onto a screen on top of the dashboard,USD $ 300 - USD $ 399,Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I can buy aftermarket product and visit car body shop to install it,$ 25 - $ 49 USD,None,Rogue 2015 S,Montréal,I live in a suburb area,Male,younger than 20 years old,Business Management and Administration,"Less than $20,000",30 minutes - 59 minutes per day,0,0,10,0,50,0,0,0,10,30,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
No,None,"""Voice Recognition"",""Steering Wheel Controller""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 100 - USD $ 199,Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,"I don't want any new features, cars should be kept simple",I'm fine if it is not messy,None,2014 Fiesta ST,Ottawa,I live in a suburb area,Male,20 - 25 years old,"Science, Technology, Engineering and Mathematics",Prefer not to say,30 minutes - 59 minutes per day,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0
Maybe,"My car has one (Mazda cx5), I've driven with the HUD for 6 months, and I still find that I look at the actual cluster for info.  I think there's a reason they existed in the 80's and went away until more recent models. Maybe it's because the info is not quite at infinity focus, and instead requires a shift of your depth perception to see properly.","""Built-in Navigation"",""Heads Up Display"",""Backup Camera"",""Forward Collision Warning System"",""Voice Recognition"",""CarPlay/Android Auto"",""Blind Spot Check"",""Steering Wheel Controller""",None,"No, I wouldn't buy it",None,None,I will buy a new car with the features I want,I'm fine if it is not messy,None,2018 Mazda CX5 GT,Toronto,I live in a suburb area,Male,36 - 40 years old,Education and Training,Prefer not to say,30 minutes - 59 minutes per day,0,0,10,0,0,20,0,30,10,30,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0
Yes,"It’s safer, keep ur sight in track of the road instead of the looking at the panel","""Built-in Navigation"",""Heads Up Display"",""Dashcam"",""Backup Camera"",""360° Backup Camera"",""Forward Collision Warning System"",""Voice Recognition"",""CarPlay/Android Auto"",""Blind Spot Check"",""Steering Wheel Controller""",A: The projector locates behind the rearview mirror and is projecting onto a screen on top of the dashboard,Less than USD $ 100,Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I have all features on my current car,Under $ 25 USD,None,Lexus RX 2020,Toronto,I live in a suburb area,Male,20 - 25 years old,Student,Prefer not to say,Less than 30 minutes per day,30,0,0,0,30,20,0,0,20,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0
Yes,Make sure your eyes are always on the road,"""Built-in Navigation"",""Backup Camera"",""Forward Collision Warning System"",""Voice Recognition"",""Blind Spot Check"",""Steering Wheel Controller""",B: The projector and the screen are integrated and seat at the top of the dashboard.,Less than USD $ 100,"Buying a base machine (HUD only) with a lower price, with only 1-2 features. Then purchase additional hardware as add-ons that can be attached to the base machine",0,I can buy aftermarket product and install it all by myself,I'm fine if it is not messy,None,2020 Toyota Supra,Brampton,I live in a suburb area,Male,20 - 25 years old,"Science, Technology, Engineering and Mathematics","Over $100,000",1 hour - 2 hours per day,0,0,20,0,20,0,0,0,50,10,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0
Yes,Help display useful information while having eyes on the road,"""Backup Camera""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 100 - USD $ 199,"Buying a base machine (HUD only) with a lower price, with only 1-2 features. Then purchase additional hardware as add-ons that can be attached to the base machine",0,I can buy aftermarket product and install it all by myself,I don't care about wiring,None,2008 Suburban,Halifax NS,I live in a suburb area,Male,20 - 25 years old,Student,Prefer not to say,Less than 30 minutes per day,20,60,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
Yes,It allows the driver to maintain eyesight on the road while also have useful information.,"""Steering Wheel Controller""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 300 - USD $ 399,"Buying a base machine (HUD only) with a lower price, with only 1-2 features. Then purchase additional hardware as add-ons that can be attached to the base machine",0,I will buy a new car with the features I want,$ 50 - $ 74 USD,None,2008 Pontiac Solstice,"Houston, TX",I live in a downtown area,Male,31 - 35 years old,"Science, Technology, Engineering and Mathematics",Prefer not to say,1 hour - 2 hours per day,0,0,0,20,0,50,0,0,20,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0
